title,year,language,primary_genre,genres,director,lead_actor,has_love_triangle,review_notes
Pasamalar,1961,Tamil,drama,"drama, romance, family, musical",A. Bhimsingh,Gemini Ganesan,True,Verify if romance subplot is significant enough to tag as has_romance
Sahib Bibi Aur Ghulam,1962,Hindi,drama,"drama, romance, historical, mystery",Abrar Alvi,Guru Dutt,False,Verify if romance subplot is significant enough to tag as has_romance
Manchi Manasulu,1962,Telugu,drama,"drama, romance, family",Adurthi Subba Rao,Akkineni Nageswara Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Chemmeen,1965,Malayalam,drama,"drama, romance, family",Ramu Kariat,Madhu,True,Verify if romance subplot is significant enough to tag as has_romance
Guide,1965,Hindi,drama,"drama, romance, adventure",Vijay Anand,Dev Anand,True,Verify if romance subplot is significant enough to tag as has_romance
Enga Veetu Pillai,1965,Tamil,drama,"action, drama, romance, family",T. Prakash Rao,M. G. Ramachandran,True,Verify if romance subplot is significant enough to tag as has_romance
Neerkumizhi,1965,Tamil,drama,"drama, comedy, romance",K. Balachander,Nagesh,True,Verify if romance subplot is significant enough to tag as has_romance
Aatma Gowravam,1966,Telugu,drama,"drama, romance, family",K. Viswanath,Akkineni Nageswara Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Adimai Penn,1969,Tamil,drama,"action, drama, romance, musical",B. R. Panthulu,M. G. Ramachandran,False,Verify if romance subplot is significant enough to tag as has_romance
Engal Thanga,1970,Tamil,drama,"drama, romance, family",K. Shankar,Sivaji Ganesan,True,Verify if romance subplot is significant enough to tag as has_romance
Anand,1971,Hindi,drama,"drama, comedy, romance",Hrishikesh Mukherjee,Rajesh Khanna,True,Verify if romance subplot is significant enough to tag as has_romance
Guddi,1971,Hindi,drama,"drama, comedy, romance, family",Hrishikesh Mukherjee,Dharmendra,True,Verify if romance subplot is significant enough to tag as has_romance
Chelleli Kapuram,1971,Telugu,drama,"drama, family, romance",K. Viswanath,Sobhan Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Pakeezah,1972,Hindi,drama,"drama, romance, musical",Kamal Amrohi,Meena Kumari,False,Verify if romance subplot is significant enough to tag as has_romance
Annadammula Anubandham,1972,Telugu,drama,"drama, family, romance",Bapu,Akkineni Nageswara Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Abhimaan,1973,Hindi,drama,"drama, romance, musical",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Namak Haraam,1973,Hindi,drama,"drama, romance, comedy",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Daag,1973,Hindi,drama,"drama, romance, musical",Yash Chopra,Rajesh Khanna,True,Verify if romance subplot is significant enough to tag as has_romance
Roti,1974,Hindi,drama,"drama, comedy, romance, action, family",Manmohan Desai,Rajesh Khanna,True,Verify if romance subplot is significant enough to tag as has_romance
Apoorva Ragangal,1975,Tamil,drama,"drama, romance, musical",K. Balachander,Rajinikanth,False,Verify if romance subplot is significant enough to tag as has_romance
Apoorva Raagangal,1975,Tamil,drama,"drama, romance, musical",K. Balachander,Kamal Haasan,False,Verify if romance subplot is significant enough to tag as has_romance
Mili,1975,Hindi,drama,"drama, romance",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Anthuleni Katha,1976,Telugu,drama,"drama, romance, family",K. Viswanath,Akkineni Nageswara Rao,True,Verify if romance subplot is significant enough to tag as has_romance
16 Vayathinile,1977,Tamil,drama,"drama, romance, thriller, crime",Bharathiraja,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Swami,1977,Hindi,drama,"drama, romance, family",Basu Chatterjee,Shabana Azmi,True,Verify if romance subplot is significant enough to tag as has_romance
Avargal,1977,Tamil,drama,"drama, romance",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Trishul,1978,Hindi,drama,"action, drama, romance, family",Yash Chopra,Amitabh Bachchan,False,Verify if romance subplot is significant enough to tag as has_romance
Mullum Malarum,1978,Tamil,drama,"drama, romance, family",J. Mahendran,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Aval Appadithan,1978,Tamil,drama,"drama, romance, comedy",K. Balachander,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Priya,1978,Tamil,drama,"drama, romance, thriller",K. Balachander,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Muqaddar Ka Sikandar,1978,Hindi,drama,"drama, romance, action, musical, crime",Prakash Mehra,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Manidharil Ithanai Nirangala,1978,Tamil,drama,"drama, romance, comedy",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Thappu Thalangal,1978,Tamil,drama,"drama, romance, family",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Kizhakke Pogum Rail,1978,Tamil,drama,"drama, romance, adventure",Bharathiraja,Sudhakar,True,Verify if romance subplot is significant enough to tag as has_romance
Azhiyadha Kolangal,1979,Tamil,drama,"drama, romance, thriller",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Sigappukkal Mookkuthi,1979,Tamil,drama,"drama, romance, comedy",Valampuri Somanathan,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Punadhirallu,1979,Telugu,drama,"drama, romance, family",V. Madhusudhan Rao,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Idi Katha Kaadu,1979,Telugu,drama,"drama, comedy, romance",Dasari Narayana Rao,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Manchi Manushulu,1979,Telugu,drama,"drama, family, romance",Dasari Narayana Rao,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Sahasame Jeevitham,1979,Telugu,drama,"action, drama, romance, family",Dasari Narayana Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Azhiyatha Kolangal,1979,Tamil,drama,"drama, romance",Balu Mahendra,Pratap Pothen,False,Verify if romance subplot is significant enough to tag as has_romance
Uthiripookkal,1979,Tamil,drama,"drama, romance, thriller",J. Mahendran,Sarath Babu,False,Verify if romance subplot is significant enough to tag as has_romance
Nool Veli,1980,Tamil,drama,"drama, romance, thriller",K. Balachander,Vijayakumar,False,Verify if romance subplot is significant enough to tag as has_romance
Oru Oodal Kural,1980,Tamil,drama,"drama, romance, musical",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Nizhalgal,1980,Tamil,drama,"drama, romance, thriller",P. Bharathiraja,Rajinikanth,False,Verify if romance subplot is significant enough to tag as has_romance
Sankarabharanam,1980,Telugu,drama,"drama, musical, romance",K. Viswanath,J. V. Somayajulu,True,Verify if romance subplot is significant enough to tag as has_romance
Varumayin Niram Sivappu,1980,Tamil,drama,"drama, romance, musical",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Pranalata,1980,Telugu,drama,"drama, romance, family",Dasari Narayana Rao,Chiranjeevi,False,Verify if romance subplot is significant enough to tag as has_romance
Meendum Kokila,1981,Tamil,drama,"drama, romance, musical",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Lawaaris,1981,Hindi,drama,"drama, action, comedy, romance, musical",Prakash Mehra,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Ellam Inbamayyam,1981,Tamil,drama,"drama, romance, comedy",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Yaarana,1981,Hindi,drama,"drama, romance, musical, action",Rakesh Kumar,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
47 Natkal,1981,Tamil,drama,"drama, romance, thriller",K. Balachander,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Saptapadi,1981,Telugu,drama,"drama, romance, musical, family",K. Viswanath,Girish,True,Verify if romance subplot is significant enough to tag as has_romance
Arth,1982,Hindi,drama,"drama, romance",Mahesh Bhatt,Shabana Azmi,True,Verify if romance subplot is significant enough to tag as has_romance
Bemisal,1982,Hindi,drama,"drama, romance, family",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Payanangal Mudivathillai,1982,Tamil,drama,"drama, romance, thriller",K. Balachander,Sivakumar,True,Verify if romance subplot is significant enough to tag as has_romance
Moondram Pirai,1982,Tamil,drama,"drama, romance",Balu Mahendra,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Engeyo Ketta Kural,1982,Tamil,drama,"drama, romance, mystery",K. Balachander,Sujatha,True,Verify if romance subplot is significant enough to tag as has_romance
Subhalekha,1982,Telugu,drama,"drama, romance, family, musical",K. Viswanath,Chandra Mohan,True,Verify if romance subplot is significant enough to tag as has_romance
Vazhvey Maayam,1982,Tamil,drama,"drama, romance, family",P. Bharathiraja,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Mangamma Gari Manavadu,1982,Telugu,drama,"drama, romance, family, comedy",Dasari Narayana Rao,Chiranjeevi,False,Verify if romance subplot is significant enough to tag as has_romance
Devatha,1982,Telugu,drama,"drama, action, family, romance",Dasari Narayana Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Bemisaal,1982,Hindi,drama,"drama, romance, family",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Poikkal Kuthirai,1983,Tamil,drama,"action, drama, romance",P. Bharathiraja,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Sagara Sangamam,1983,Telugu,drama,"drama, musical, romance, family",K. Viswanath,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Sadma,1983,Hindi,drama,"drama, romance",Balu Mahendra,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Abhilasha,1983,Telugu,drama,"action, romance, drama",V. Madhusudhana Rao,Chiranjeevi,False,Verify if romance subplot is significant enough to tag as has_romance
Masoom,1983,Hindi,drama,"drama, family, romance",Shekhar Kapur,Naseeruddin Shah,True,Verify if romance subplot is significant enough to tag as has_romance
Sitaara,1984,Telugu,drama,"drama, romance, musical, family",K. Viswanath,Bhanupriya,True,Verify if romance subplot is significant enough to tag as has_romance
Oka Chinna Maata,1984,Telugu,drama,"drama, romance, family, musical",K. Viswanath,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Sharaabi,1984,Hindi,drama,"drama, comedy, romance, musical",Prakash Mehra,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Pudhumai Penn,1984,Tamil,drama,"drama, romance, family",Bharathiraja,Pandiyan,True,Verify if romance subplot is significant enough to tag as has_romance
Ram Teri Ganga Maili,1985,Hindi,drama,"drama, romance, musical, family",Raj Kapoor,Mandakini,False,Verify if romance subplot is significant enough to tag as has_romance
Vijetha,1985,Telugu,drama,"action, romance, drama, family",Bapu,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Mangamma Sabadham,1985,Tamil,drama,"action, drama, romance",K. Vijayan,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Uyarndha Ullam,1985,Tamil,drama,"action, drama, romance, family",S. P. Muthuraman,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Muddula Krishna,1985,Telugu,drama,"drama, romance, family, musical",K. Raghavendra Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Janam,1985,Hindi,drama,"drama, romance, thriller",Mahesh Bhatt,Kumar Gaurav,True,Verify if romance subplot is significant enough to tag as has_romance
Muthal Mariyathai,1985,Tamil,drama,"drama, romance, family",Bharathiraja,Sivaji Ganesan,False,Verify if romance subplot is significant enough to tag as has_romance
Punnagai Mannan,1986,Tamil,drama,"drama, romance, musical",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Ninaivellam Nithya,1986,Tamil,drama,"drama, romance, thriller, mystery",K. Balachander,Sivakumar,True,Verify if romance subplot is significant enough to tag as has_romance
Sirivennela,1986,Telugu,drama,"drama, romance, musical, family",K. Viswanath,Sarvadaman D. Banerjee,True,Verify if romance subplot is significant enough to tag as has_romance
Swathi Mutyam,1986,Telugu,drama,"drama, romance, family",K. Viswanath,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Swathi Muthyam,1986,Telugu,drama,"drama, romance, family",K. Viswanath,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Naam,1986,Hindi,drama,"drama, romance, musical, crime",Mahesh Bhatt,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Kadalora Kavithaigal,1986,Tamil,drama,"drama, romance, family",Bharathiraja,Sathyaraj,False,Verify if romance subplot is significant enough to tag as has_romance
Vedham Pudhithu,1987,Tamil,drama,"drama, romance, family",Mani Ratnam,Mohan,False,Verify if romance subplot is significant enough to tag as has_romance
Karthigai,1987,Tamil,drama,"action, romance, drama, family",K. Bhagyaraj,Prabhu,True,Verify if romance subplot is significant enough to tag as has_romance
Swayam Krushi,1987,Telugu,drama,"drama, musical, romance, family",K. Viswanath,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Inti Guttu,1987,Telugu,drama,"drama, family, romance",Dasari Narayana Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Sitarama Kalyanam,1987,Telugu,drama,"drama, romance, family, musical",K. Viswanath,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Nandanavanam,1987,Telugu,drama,"drama, romance, family",K. Raghavendra Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
